"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"DEVBANK","2023-01-05","3854.35","3882.42","3747.24","3805.52","0.09","315294573"
"DEVBANK","2023-01-04","3655.21","3806.48","3649.91","3801.96","4.43","227175785.8"
"DEVBANK","2023-01-03","3666.38","3717.39","3628.97","3640.69","-0.53","188652642.7"
"DEVBANK","2023-01-02","3597.46","3678.57","3561.9","3660.23","1.74","167316397"
"DEVBANK","2023-01-01","3599.58","3713.43","3552.42","3597.46","-0.06","322720836.1"
"DEVBANK","2022-12-29","3471.81","3599.77","3451.39","3599.58","3.35","172967263.9"
"DEVBANK","2022-12-28","3515.81","3540.02","3442.71","3483.02","-0.93","125955137.6"
"DEVBANK","2022-12-27","3444.99","3554.12","3440.21","3515.81","2.94","254316485.8"
"DEVBANK","2022-12-26","3270.67","3417.31","3270.67","3415.42","4.66","174083935.8"
"DEVBANK","2022-12-22","3280.46","3286.58","3252.35","3263.37","-0.52","67497722.2"
"DEVBANK","2022-12-21","3298.29","3317.75","3266","3280.46","-0.54","57270352.3"
"DEVBANK","2022-12-20","3289.99","3326.85","3283.71","3298.29","0.25","66088141.7"
"DEVBANK","2022-12-19","3274.71","3313.85","3266.38","3289.99","0.47","36871764.3"
"DEVBANK","2022-12-18","3346.65","3346.65","3263.41","3274.71","-2.06","77963685.1"
"DEVBANK","2022-12-15","3369.29","3369.29","3333.97","3343.57","-0.76","53092068.7"
"DEVBANK","2022-12-14","3381.63","3402.18","3362.77","3369.29","-0.34","29053882.8"
"DEVBANK","2022-12-13","3390.49","3398.05","3359.56","3380.89","-0.28","33519802.1"
"DEVBANK","2022-12-12","3328.18","3390.49","3324.9","3390.49","1.89","69192121.2"
"DEVBANK","2022-12-11","3375.38","3375.38","3322.01","3327.47","-1.42","59011000.7"
"DEVBANK","2022-12-07","3406.18","3418.4","3373.62","3375.38","-0.90","57474496.3"
"DEVBANK","2022-12-06","3430.04","3430.62","3391.34","3406.18","-0.70","58056836.8"
"DEVBANK","2022-12-05","3483.25","3497.12","3421.15","3430.04","-1.53","88526293.9"
"DEVBANK","2022-12-04","3484.86","3513.42","3466.32","3483.25","-0.05","89761490.8"
"DEVBANK","2022-12-01","3475.28","3509.21","3459.53","3484.86","0.28","100077332.1"
"DEVBANK","2022-11-30","3501.79","3509.41","3462.08","3475.28","-0.54","54644081.5"
"DEVBANK","2022-11-29","3465.99","3497.92","3440.95","3494.13","0.81","70329516"
"DEVBANK","2022-11-28","3508.15","3539.23","3456.66","3465.99","-1.38","145836097.4"
